demand,average_rating,price_difference
24.0,4.699999999999999,218
24.0,4.699999999999999,218
24.0,4.699999999999999,218
24.0,4.699999999999999,218
24.0,4.699999999999999,218
24.0,4.699999999999999,218
24.0,4.699999999999999,218
24.0,4.699999999999999,218
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
5640.0,4.5,94
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
10811.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
3235.0,4.25,0
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
615.0,4.4,26
135.0,4.4,30
135.0,4.4,30
135.0,4.4,30
135.0,4.4,30
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
1294.0,4.25,53
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
6674.0,4.65,65
955.0,4.55,86
955.0,4.55,86
955.0,4.55,86
955.0,4.55,86
955.0,4.55,86
955.0,4.55,86
955.0,4.55,86
955.0,4.55,86
955.0,4.55,86
1417.0,4.6,0
1417.0,4.6,0
1417.0,4.6,0
1417.0,4.6,0
215.0,4.75,6
215.0,4.75,6
215.0,4.75,6
215.0,4.75,6
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
234.0,4.550000000000001,0
160.0,4.65,20
160.0,4.65,20
160.0,4.65,20
160.0,4.65,20
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
195.0,4.4,24
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
429.0,4.4,0
373.0,4.35,0
76.0,4.6,38
76.0,4.6,38
76.0,4.6,38
76.0,4.6,38
76.0,4.6,38
76.0,4.6,38
76.0,4.6,38
76.0,4.6,38
76.0,4.6,38
22.0,4.65,8
1627.0,4.5,2
1627.0,4.5,2
1627.0,4.5,2
1627.0,4.5,2
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
8355.0,4.6,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
10016.0,4.4,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
297.0,4.8,0
28.0,4.15,135
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
4401.0,4.7,0
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
1142.0,4.2,131
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
3724.0,4.5,60
869.0,4.5,38
213.0,4.550000000000001,20
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
455.0,4.199999999999999,30
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
5835.0,4.55,22
1174.0,4.55,0
1174.0,4.55,0
1174.0,4.55,0
1174.0,4.55,0
1174.0,4.55,0
1174.0,4.55,0
1174.0,4.55,0
1174.0,4.55,0
1174.0,4.55,0
312.0,4.3,35
312.0,4.3,35
312.0,4.3,35
312.0,4.3,35
213.0,4.55,0
114.0,4.2,0
114.0,4.2,0
114.0,4.2,0
114.0,4.2,0
114.0,4.2,0
114.0,4.2,0
114.0,4.2,0
114.0,4.2,0
114.0,4.2,0
70.0,4.4,13
189.0,4.35,27
189.0,4.35,27
189.0,4.35,27
189.0,4.35,27
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
1018.0,4.45,0
28.0,4.6,9
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
390.0,4.800000000000001,34
81.0,4.4,35
1186.0,4.25,63
1186.0,4.25,63
1186.0,4.25,63
1186.0,4.25,63
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
904.0,4.45,39
37.0,3.9,91
37.0,3.9,91
37.0,3.9,91
37.0,3.9,91
40.0,4.15,46
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
623.0,4.449999999999999,13
49.0,4.5,56
49.0,4.5,56
49.0,4.5,56
49.0,4.5,56
4.0,3.5,191
75.0,4.0,119
134.0,4.65,195
98.0,4.55,0
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
4642.0,4.5,29
